1950	1	1	0	-26.96	-37.83
1950	1	2	0.37	-10.97	-35.72
1950	1	3	0.31	-5.27	-13.45
1950	1	4	1.33	-7.58	-22.09
1950	1	5	0.63	-12.6	-24.13
1950	1	6	0.6	-11.9	-17.33
1950	1	7	0.7	-2.65	-16.33
1950	1	8	0.27	-4.41	-12.89
1950	1	9	1.05	-12.44	-19.65
1950	1	10	0.2	-12.94	-33.23
1950	1	11	0	-25.08	-31.62
1950	1	12	0.41	-12.03	-31.81
1950	1	13	0.23	-10.25	-20.3
1950	1	14	0.76	-18.75	-27.56
1950	1	15	2.15	-14.94	-22.16
1950	1	16	2.14	-8.66	-24.3
1950	1	17	0.8	3.51	-11.71
1950	1	18	3.91	-9.61	-20.44
1950	1	19	0	-8.05	-19.26
1950	1	20	1.19	-9.55	-16.93
1950	1	21	0.25	-8.93	-19.72
1950	1	22	0	-9.48	-18.65
1950	1	23	3.58	-14.23	-19.65
1950	1	24	0.58	-13.96	-21.22
1950	1	25	0.02	-14.03	-21.89
1950	1	26	0	-16.07	-29.12
1950	1	27	0	-26.81	-37.36
1950	1	28	0	-26.7	-38.44
1950	1	29	0	-10.56	-31.66
1950	1	30	0	-9.12	-16.25
1950	1	31	0.01	-2.31	-15.15
1950	2	1	0.05	2.14	-6.98
1950	2	2	0.07	-0.88	-10.01
1950	2	3	0.36	-7.87	-18.21
1950	2	4	0	-14.81	-27.34
1950	2	5	1.61	-12.55	-32.61
1950	2	6	2.56	-10.16	-22.14
1950	2	7	2.54	-13.92	-23.88
1950	2	8	0	-17.67	-30.83
1950	2	9	1.52	-18.24	-32.94
1950	2	10	3.53	-3.59	-22.52
1950	2	11	1.37	-1.82	-18.08
1950	2	12	0.23	-13.71	-23.59
1950	2	13	0.15	-16.96	-26.46
1950	2	14	0	-14.75	-28.08
1950	2	15	0.11	-15.85	-24.61
1950	2	16	0.09	-18.94	-30
1950	2	17	0.01	-15.23	-32.37
1950	2	18	0.42	-14.72	-22.12
1950	2	19	0.02	-16.1	-24.31
1950	2	20	0	-18.75	-32.97
1950	2	21	0.03	-19.86	-27.12
1950	2	22	0	-22.29	-39.39
1950	2	23	0.26	-16.45	-33.53
1950	2	24	1.1	-18.51	-22.23
1950	2	25	0.04	-15.46	-25.78
1950	2	26	0.27	-17.38	-21.86
1950	2	27	2.18	-20.4	-24.79
1950	2	28	1.7	-22.13	-25.28
1950	3	1	0.72	-17.26	-24.92
1950	3	2	4.5	-18.09	-27.56
1950	3	3	0.11	-18.27	-37.39
1950	3	4	1.22	-12.31	-27.45
1950	3	5	1.22	-5.98	-21.52
1950	3	6	0.84	-6.83	-15.26
1950	3	7	0.14	-8.83	-19.24
1950	3	8	0	-11.95	-29.16
1950	3	9	0.17	-15.91	-29.33
1950	3	10	0.95	-14.81	-24.31
1950	3	11	0.04	-13.77	-29.06
1950	3	12	0.01	-5.39	-32.19
1950	3	13	0.08	6.33	-9.06
1950	3	14	0.06	6.02	-8.83
1950	3	15	1.38	3.79	-7.83
1950	3	16	4.29	2.03	-20.17
1950	3	17	0.04	6.45	-16.73
1950	3	18	0	9.75	1.78
1950	3	19	0	9.54	0.22
1950	3	20	0.02	8.38	-2.24
1950	3	21	0.35	4.88	-11.41
1950	3	22	0.36	-0.8	-15.93
1950	3	23	0.09	-2.55	-23.02
1950	3	24	0	8.96	-10.26
1950	3	25	0	11.47	1.73
1950	3	26	0	11.33	2.06
1950	3	27	0.24	4.26	-7.72
1950	3	28	0.22	6.43	-8.46
1950	3	29	0	10.1	-2.79
1950	3	30	0	11.01	-1.9
1950	3	31	0	13.59	-1.35
1950	4	1	0	14.66	3.59
1950	4	2	0	14.38	-5.37
1950	4	3	0.01	13.66	-0.52
1950	4	4	2.62	5.66	-4.87
1950	4	5	0.29	0.51	-4.11
1950	4	6	0.61	3.32	-2.07
1950	4	7	0.07	5.54	0.94
1950	4	8	0.01	6.55	1.08
1950	4	9	0.41	6.83	0.04
1950	4	10	0.69	6.62	-1.93
1950	4	11	0.08	9.54	-4.15
1950	4	12	0	12.48	-4.93
1950	4	13	0	14.66	-3.55
1950	4	14	0	15.6	-2.31
1950	4	15	0	16.49	-1.18
1950	4	16	0	16.88	-0.71
1950	4	17	0	15.96	-0.71
1950	4	18	0	16.79	3.86
1950	4	19	0	16.71	1.26
1950	4	20	0.46	14.59	-0.48
1950	4	21	2.45	8.69	0.51
1950	4	22	0.77	9.2	1.46
1950	4	23	0.18	10.54	0.34
1950	4	24	2.14	9.94	1.32
1950	4	25	0.42	6.16	-2.09
1950	4	26	0	4.93	-6.95
1950	4	27	0	-0.3	-7.47
1950	4	28	0	3.7	-11.51
1950	4	29	0	13.5	-5.03
1950	4	30	0	16.49	-4.34
1950	5	1	0	15.98	0.63
1950	5	2	0	11.88	-1.52
1950	5	3	0	4.57	-4.21
1950	5	4	0	9.1	-4.21
1950	5	5	0.62	8.65	0.52
1950	5	6	0	6.73	-3.45
1950	5	7	0	8	-7.63
1950	5	8	0	14.96	-3.34
1950	5	9	0	16.51	6.3
1950	5	10	0	18.15	5.06
1950	5	11	0	20.68	5.56
1950	5	12	0.02	21.96	8.62
1950	5	13	0.01	20.98	5.53
1950	5	14	0	19.63	7.07
1950	5	15	0	24.74	2.95
1950	5	16	0.04	24.67	6.63
1950	5	17	5.85	15.59	0.61
1950	5	18	1.65	5.15	0.45
1950	5	19	1.35	6.51	1.43
1950	5	20	2.23	8.55	2.1
1950	5	21	6.07	10.81	2.38
1950	5	22	0	14.49	2.58
1950	5	23	2.69	14.99	5
1950	5	24	7.97	12.93	5.08
1950	5	25	3.54	12.69	1.95
1950	5	26	0.7	13.64	3.42
1950	5	27	0.72	19.72	6.47
1950	5	28	0	19.77	9.09
1950	5	29	1.78	16.15	4.86
1950	5	30	2.59	15.62	4.03
1950	5	31	0.46	15.72	6.12
1950	6	1	0	14.94	5.75
1950	6	2	7.44	13.16	4.5
1950	6	3	7.62	12.96	3.72
1950	6	4	5.34	12.42	3.95
1950	6	5	1.27	9.34	1.38
1950	6	6	0	15.29	-2.87
